hotel_ID,hotel_name,address,city,Capacity,Rating,Description,photourl
289,Hotel Sagar Plaza,"""1Bund Garden Road, Pune - 411001, MAHARASHTRA""",MAHARASHTRA,76,2.2,Sample description for Hotel Sagar Plaza,https://example.com/photo289
290,The Central Park Hotel,"""Bund Garden RoadNear Council Hall, Pune - 411 001, MAHARASHTRA""",MAHARASHTRA,74,1.6,Sample description for The Central Park Hotel,https://example.com/photo290
291,Holiday Inn Mumbai International Airport,"""721/1,721/A,721/B of Mohali VillageAndhri Kurla Road, Sakinaka junction, Mumbai, MAHARASHTRA""",MAHARASHTRA,225,2.8,Sample description for Holiday Inn Mumbai International Airport,https://example.com/photo291
292,The Emerald,"""(Hotel & Executive Apartment)Mumbai Next to Juhu Tara Road, Opp. Hotel Sea Princess, B.R. Chopra's Bungalow, Santacruz (West), Mumbai-400049, MAHARASHTRA""",MAHARASHTRA,56,3.6,Sample description for The Emerald,https://example.com/photo292
293,Hotel Polo Tower,"""Oakland RoadPolo Grounds, Shillong - 793001, MEGHALAYA""",MEGHALAYA,50,4.7,Sample description for Hotel Polo Tower,https://example.com/photo293
294,M.K.HOTEL,"""DISTRICT SHOPPING CENTRE,RANJIT AVENUE, Amritsar, PUNJAB""",PUNJAB,75,4.0,Sample description for M.K.HOTEL,https://example.com/photo294
295,THE MAYA HOTEL (Maya Inns Ltd.),"""JALANDHAR CITYEH-178,CIVIL LINES,NEAR BMC CROSSIN, JALANDHAR CITY-144001, PUNJAB""",PUNJAB,53,5.0,Sample description for THE MAYA HOTEL (Maya Inns Ltd.),https://example.com/photo295
296,Hotel Ritz Plaza,"""45The Mall, Amritsar - 143001, PUNJAB""",PUNJAB,41,3.0,Sample description for Hotel Ritz Plaza,https://example.com/photo296
297,"Country In & Suites, Ajmer","""Ansal's Sushant City, Village Gegalkishangarh-Ajmer Road, Ajmer, RAJASTHAN""",RAJASTHAN,71,3.2,"Sample description for Country In & Suites, Ajmer",https://example.com/photo297
298,The Royal Plaza,"""Shyari - GangtokEast sikkim, Gangtok -737102, SIKKIM""",SIKKIM,58,3.4,Sample description for The Royal Plaza,https://example.com/photo298
299,The Residency Towers,"""Sir Thyagaraya RoadT. Nagar, Chennai - 600 017, TAMIL NADU""",TAMIL NADU,174,2.0,Sample description for The Residency Towers,https://example.com/photo299
300,Hotel Sangam ,"""Collectors Office Road , Tiruchirapalli , TAMIL NADU""",TAMIL NADU,76,3.5,Sample description for Hotel Sangam ,https://example.com/photo300
301,Quality Inn Sabari,"""29,Thirumalai Pillai RoadT. Nagar, Chennai, TAMIL NADU""",TAMIL NADU,72,1.8,Sample description for Quality Inn Sabari,https://example.com/photo301
302,The Savera Hotel,"""No. 146, Dr. Radhakrishnan SalaiMylapore, Chennai - 600 004, TAMIL NADU""",TAMIL NADU,230,3.7,Sample description for The Savera Hotel,https://example.com/photo302
303,Hotel Raj Park (P) Ltd.,"""180, T.T.K. Road Alwarpet,Chennai - 600018, TAMIL NADU""",TAMIL NADU,89,1.6,Sample description for Hotel Raj Park (P) Ltd.,https://example.com/photo303
304,Fortune Inn Grazia,"""(Unit of Angel Baby Products Pvt. Ltd) Plot NO.1 A, Block - 1Sector - 27 Noida, UTTAR PRADESH""",UTTAR PRADESH,42,2.0,Sample description for Fortune Inn Grazia,https://example.com/photo304
305,Country Inn & Suites by Carlson - Haridwar,"""( Unit of Sens Udyog Pvt. Ltd.)Haripurkalan, Raiwala, Motichur, Haridwar - Rishikesh Highway, Haridwar, Dist. Dehradun - 249205, UTTARAKHAND""",UTTARAKHAND,56,2.8,Sample description for Country Inn & Suites by Carlson - Haridwar,https://example.com/photo305
306,The Peerless Inn,"""12J. L. Nehru Road, Kolkata - 700 013, WEST BENGAL""",WEST BENGAL,122,4.8,Sample description for The Peerless Inn,https://example.com/photo306
